,Unnamed: 0,srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
2408,498581,175.45.176.2,54115,149.171.126.12,80,tcp,FIN,0.558826,864,3542,62,252,2,3,http,11137.63477,46483.16016,10,12,255,255,3690029212,929492309,86,295,1,1260,4043.787093,3495.265338,1424224548,1424224549,62.091778,45.53509,0.120112,0.056879,0.063233,0,1,1.0,, ,2,1,18,2,2,1,1,DoS,1
2409,498679,175.45.176.0,8285,149.171.126.10,25,tcp,FIN,1.422245,4981,1744,62,252,9,8,smtp,26853.32031,9365.474609,24,22,255,255,3895064598,2068400893,208,79,0,0,3115.672445,88.765844,1424224550,1424224552,61.836737,63.680762,0.111499,0.036007,0.075492,0,1,,, ,1,1,2,2,1,1,2,DoS,1
2410,498753,175.45.176.3,38219,149.171.126.11,80,tcp,FIN,0.670587,778,1256,62,252,2,2,http,8362.822266,13110.90137,10,8,255,255,22266165,1027080085,78,157,1,229,4159.514259,177.066672,1424224554,1424224554,74.509667,85.31257,0.087698,0.033014,0.054684,0,1,1.0,, ,1,1,1,1,1,1,1,DoS,1
2411,501199,175.45.176.0,46324,149.171.126.17,445,tcp,FIN,0.681488,624,268,254,252,2,1,-,6597.328613,2629.540039,10,6,255,255,2029330711,704660269,62,45,0,0,4554.274924,222.57375,1424224620,1424224620,73.375556,121.633203,0.137579,0.073315,0.064264,0,1,,, ,1,1,1,18,1,1,1,DoS,1
2412,501714,175.45.176.3,14439,149.171.126.15,80,tcp,FIN,0.570647,874,1432,254,252,2,2,http,11033.09082,18070.7168,10,10,255,255,85014912,3158502237,87,143,1,254,4201.608558,109.489977,1424224634,1424224635,63.405222,55.762332,0.103091,0.053202,0.049889,0,1,1.0,, ,1,1,1,1,1,1,1,DoS,1
2413,502723,175.45.176.0,39580,149.171.126.10,3128,tcp,FIN,0.17866,644,268,62,252,2,1,http,25971.11719,10030.22461,10,6,255,255,2490388706,585458602,64,45,1,0,959.159341,49.588398,1424224657,1424224657,18.234556,32.478,0.068042,0.016264,0.051778,0,1,1.0,, ,1,1,1,17,1,1,1,DoS,1
2414,502926,175.45.176.3,52842,149.171.126.19,2000,tcp,FIN,0.181887,640,268,254,252,2,1,-,25334.41016,9852.270508,10,6,255,255,1771590979,3568102394,64,45,0,0,985.561694,59.158684,1424224661,1424224661,18.519889,34.97,0.053453,0.007034,0.046419,0,1,,, ,1,1,1,1,1,1,1,DoS,1
2415,504921,175.45.176.0,13956,149.171.126.17,80,tcp,FIN,0.614255,780,1170,62,252,2,2,http,9142.782227,13714.17383,10,10,255,255,1754648261,1480023080,78,117,1,127,4314.77006,113.863375,1424224709,1424224710,68.250556,56.415109,0.113706,0.063936,0.04977,0,1,1.0,, ,2,1,1,6,1,1,1,DoS,1
2416,505096,175.45.176.1,38462,149.171.126.17,21,tcp,FIN,0.365924,1378,268,254,252,2,1,ftp,27131.31641,4897.191895,10,6,255,255,3831492496,1863346856,138,45,0,0,1951.757097,81.548477,1424224715,1424224715,40.566556,60.997602,0.092693,0.060926,0.031767,0,1,,, ,1,1,1,2,1,1,1,DoS,1
2417,505618,175.45.176.3,47658,149.171.126.13,80,tcp,FIN,5.903088,4296,724985,62,252,2,278,http,5758.341797,980762.625,90,560,255,255,38722738,1286219903,48,1295,1,350992,3155.957314,1240.777049,1424224724,1424224730,66.326834,10.408299,0.212604,0.10491,0.107694,0,1,1.0,, ,2,1,1,2,2,1,1,DoS,1
2418,506096,175.45.176.2,12158,149.171.126.16,80,tcp,FIN,1.138273,844,4714,62,252,2,3,http,5341.425293,30375.8418,10,12,255,255,1745471767,3969022669,84,393,1,1848,7315.129828,6448.24032,1424224744,1424224745,126.474778,90.564638,0.178807,0.117466,0.061341,0,1,1.0,, ,3,1,1,2,2,1,1,DoS,1
2419,507187,175.45.176.1,31425,149.171.126.17,25,tcp,FIN,0.709645,2382,1152,62,252,6,6,smtp,25364.79688,12175.10254,18,16,255,255,1402067596,4075437351,132,72,0,0,2100.37911,55.887555,1424224772,1424224773,41.743824,45.021602,0.042315,0.024701,0.017614,0,1,,, ,1,1,1,3,1,1,1,DoS,1
2420,507231,175.45.176.0,31069,149.171.126.13,445,tcp,FIN,0.526042,1134,686,254,252,3,2,-,15816.22852,9139.955078,12,8,255,255,247787401,1113699245,95,86,0,0,3135.8384,136.571656,1424224774,1424224774,46.451454,65.622711,0.1225,0.066679,0.055821,0,1,,, ,1,1,1,18,1,1,1,DoS,1
2421,507296,175.45.176.1,36896,149.171.126.19,80,tcp,FIN,0.464219,856,1270,62,252,2,2,http,13286.83203,19163.36914,10,8,255,255,3311521913,1664905294,86,159,1,206,2989.867201,110.116141,1424224776,1424224776,51.579889,62.208,0.082936,0.028172,0.054764,0,1,1.0,, ,2,1,1,1,1,1,1,DoS,1
2422,507995,175.45.176.0,0,149.171.126.10,0,sctp,CON,17.625374,248562,1652,254,60,0,0,-,112368.9063,718.963501,250,24,0,0,0,0,994,69,0,0,97.733031,196.928172,1424224775,1424224793,70.784617,169.608344,0.0,0.0,0.0,0,0,,, ,1,1,1,18,1,1,1,DoS,1
2423,508003,175.45.176.0,0,149.171.126.10,0,sctp,CON,17.625374,248562,1652,254,60,0,0,-,112368.9063,718.963501,250,24,0,0,0,0,994,69,0,0,97.733031,196.928172,1424224775,1424224793,70.784617,169.608344,0.0,0.0,0.0,0,0,,, ,1,1,1,18,1,1,1,DoS,1
2424,508008,175.45.176.0,0,149.171.126.10,0,sctp,CON,17.625374,248562,1652,254,60,0,0,-,112368.9063,718.963501,250,24,0,0,0,0,994,69,0,0,97.733031,196.928172,1424224775,1424224793,70.784617,169.608344,0.0,0.0,0.0,0,0,,, ,1,1,1,18,1,1,1,DoS,1
2425,508014,175.45.176.0,0,149.171.126.10,0,sctp,CON,17.625374,248562,1652,254,60,0,0,-,112368.9063,718.963501,250,24,0,0,0,0,994,69,0,0,97.733031,196.928172,1424224775,1424224793,70.784617,169.608344,0.0,0.0,0.0,0,0,,, ,1,1,1,18,1,1,1,DoS,1
2426,508015,175.45.176.0,0,149.171.126.10,0,sctp,CON,17.625374,248562,1652,254,60,0,0,-,112368.9063,718.963501,250,24,0,0,0,0,994,69,0,0,97.733031,196.928172,1424224775,1424224793,70.784617,169.608344,0.0,0.0,0.0,0,0,,, ,1,1,1,18,1,1,1,DoS,1
2427,508018,175.45.176.0,0,149.171.126.10,0,sctp,CON,17.625374,248562,1652,254,60,0,0,-,112368.9063,718.963501,250,24,0,0,0,0,994,69,0,0,97.733031,196.928172,1424224775,1424224793,70.784617,169.608344,0.0,0.0,0.0,0,0,,, ,1,1,1,18,1,1,1,DoS,1
2428,508435,175.45.176.1,17088,149.171.126.11,80,tcp,FIN,0.263909,842,1258,62,252,2,2,http,22977.61719,33375.14063,10,8,255,255,772053201,1516170988,84,157,1,204,1457.047445,43.101176,1424224803,1424224803,29.323222,31.905428,0.063013,0.039842,0.023171,0,1,1.0,, ,1,1,1,1,1,1,1,DoS,1
2429,508515,175.45.176.0,123,149.171.126.11,123,udp,INT,9e-06,75,0,254,0,0,0,-,33777776.0,0.0,2,0,0,0,0,0,38,0,0,0,0.0,0.0,1424224805,1424224805,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,10,1,1,1,DoS,1
2430,509899,175.45.176.1,5256,149.171.126.15,445,tcp,FIN,0.220223,3354,268,254,252,2,1,-,109670.6563,8137.206543,10,6,255,255,897987582,2146841339,335,45,0,0,1223.816381,67.762945,1424224841,1424224841,24.469222,36.483398,0.060449,0.025569,0.03488,0,1,,, ,1,1,2,1,1,1,1,DoS,1
2431,510486,175.45.176.2,59774,149.171.126.18,21,tcp,FIN,0.785192,736,728,254,252,3,3,ftp,6877.298828,6805.978516,12,12,255,255,2853598151,4170780674,61,61,0,0,4193.83269,113.674859,1424224856,1424224857,71.381089,67.033,0.062548,0.047132,0.015416,0,1,,, ,1,1,1,1,1,1,1,DoS,1
2432,510664,175.45.176.2,51110,149.171.126.19,25,tcp,FIN,0.61419,24493,1874,254,252,15,8,smtp,310171.125,23302.23633,36,22,255,255,1605584799,3425387794,680,85,0,0,1151.414096,35.726363,1424224861,1424224862,17.548286,28.342715,0.031553,0.018379,0.013174,0,1,,, ,1,1,1,1,1,1,1,DoS,1
2433,511276,175.45.176.3,45926,149.171.126.12,1024,tcp,FIN,0.437791,586,268,254,252,2,1,-,9648.439453,4093.277588,10,6,255,255,546110213,1190675849,59,45,0,0,2450.093183,111.693758,1424224878,1424224878,46.933,74.180602,0.17198,0.066883,0.105097,0,1,,, ,1,1,5,1,1,1,1,DoS,1
2434,512227,175.45.176.3,22809,149.171.126.16,80,tcp,FIN,0.405599,912,1336,62,252,2,2,http,16193.33398,23057.25586,10,8,255,255,1817209037,2014051577,91,167,1,266,2271.921155,76.608781,1424224902,1424224903,45.066556,53.868285,0.057191,0.027355,0.029836,0,1,1.0,, ,2,1,1,1,1,1,1,DoS,1
2435,512505,175.45.176.1,10857,149.171.126.11,80,tcp,FIN,0.191328,3866,268,254,252,3,1,http,148185.3125,9366.114258,12,6,255,255,3783101556,1666857914,322,45,1,0,963.071671,39.217406,1424224911,1424224911,17.393454,24.358199,0.055729,0.048885,0.006844,0,1,1.0,, ,1,1,1,2,1,1,1,DoS,1
2436,513035,175.45.176.2,35466,149.171.126.17,80,tcp,FIN,0.325598,816,1284,62,252,2,2,http,18059.07813,27616.87695,10,8,255,255,3748257210,2163799137,82,161,1,229,1836.93517,62.110813,1424224924,1424224925,36.177556,43.537285,0.040477,0.020149,0.020328,0,1,1.0,, ,1,1,1,2,1,1,1,DoS,1
2437,513544,175.45.176.1,20623,149.171.126.16,80,tcp,FIN,0.508514,844,1262,62,252,2,2,http,11956.40625,17383.98633,10,8,255,255,814951290,1018486971,84,158,1,206,3042.368315,100.044508,1424224939,1424224939,56.501556,53.27143,0.171755,0.120419,0.051336,0,1,1.0,, ,1,1,1,3,1,1,1,DoS,1
2438,513614,175.45.176.3,55959,149.171.126.12,80,tcp,FIN,0.437973,852,1994,62,252,2,2,http,14009.99609,31874.11133,10,8,255,255,3988898089,513385780,85,249,1,586,2548.997573,96.855219,1424224941,1424224941,48.663667,52.32743,0.105301,0.055836,0.049465,0,1,1.0,, ,1,1,10,1,1,1,1,DoS,1
2439,513974,175.45.176.3,46850,149.171.126.14,25,tcp,FIN,1.586398,9889,1700,254,252,10,8,smtp,48088.81641,8144.236328,28,20,255,255,1891834608,2759431437,353,85,0,0,3741.793771,124.100437,1424224950,1424224952,58.75548,81.714523,0.063597,0.032932,0.030665,0,1,,, ,1,1,2,1,1,1,1,DoS,1
2440,514042,175.45.176.0,52044,149.171.126.17,16101,tcp,FIN,0.482676,934,268,254,252,2,1,-,13938.95703,3712.635498,10,6,255,255,444619012,1066599222,93,45,0,0,3555.606181,162.299297,1424224953,1424224954,52.254778,89.522797,0.058549,0.035053,0.023496,0,1,,, ,1,1,1,18,1,1,1,DoS,1
2441,514117,175.45.176.2,42944,149.171.126.10,8080,tcp,FIN,0.538575,11366,268,254,252,5,1,http,158284.3594,3327.298828,16,6,255,255,1570377034,1435152128,710,45,1,0,3395.688629,193.264047,1424224955,1424224956,35.295001,102.194398,0.036946,0.027591,0.009355,0,1,1.0,, ,1,1,1,1,1,1,1,DoS,1
2442,514405,175.45.176.0,1137,149.171.126.17,53,udp,INT,8e-06,122,0,62,0,0,0,dns,61000000.0,0.0,2,0,0,0,0,0,61,0,0,0,0.0,0.0,1424224963,1424224963,0.008,0.0,0.0,0.0,0.0,0,2,,, ,27,2,1,18,18,1,2,DoS,1
2443,514450,175.45.176.0,1081,149.171.126.17,53,tcp,FIN,0.452904,514,7936,62,252,2,4,dns,8178.333984,128504.0547,10,12,255,255,761818047,1647860552,51,661,0,0,3783.284125,3910.07791,1424224963,1424224964,50.322667,39.867909,0.048314,0.008556,0.039758,0,1,,, ,27,2,1,1,1,1,2,DoS,1
2444,514656,175.45.176.3,43929,149.171.126.16,4569,udp,CON,0.16379,362,178,254,60,0,0,-,15483.24023,6544.96582,8,4,0,0,0,0,45,45,0,0,35.746555,41.014551,1424224970,1424224970,23.398572,29.005666,0.0,0.0,0.0,0,0,,, ,1,1,1,1,1,1,1,DoS,1
2445,514956,175.45.176.3,23660,149.171.126.11,69,udp,INT,3e-06,110,0,254,0,0,0,-,146666656.0,0.0,2,0,0,0,0,0,55,0,0,0,0.0,0.0,1424224977,1424224977,0.003,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,2,1,1,1,DoS,1
2446,515226,175.45.176.2,41944,149.171.126.12,554,tcp,FIN,0.337288,934,268,254,252,2,1,-,19947.3457,5312.967285,10,6,255,255,2000980746,2487833563,93,45,0,0,1770.555751,81.593312,1424224983,1424224984,34.242111,59.882199,0.062685,0.037868,0.024817,0,1,,, ,2,2,1,1,1,1,2,DoS,1
2447,515664,175.45.176.1,27974,149.171.126.17,6905,udp,INT,5e-06,2760,0,254,0,0,0,-,2208000000.0,0.0,2,0,0,0,0,0,1380,0,0,0,0.0,0.0,1424224995,1424224995,0.005,0.0,0.0,0.0,0.0,0,2,,, ,1,2,1,1,1,1,1,DoS,1
2448,516413,175.45.176.3,9006,149.171.126.17,161,udp,INT,3e-06,86,0,254,0,0,0,-,114666664.0,0.0,2,0,0,0,0,0,43,0,0,0,0.0,0.0,1424225014,1424225014,0.003,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,DoS,1
2449,517264,175.45.176.3,1522,149.171.126.18,25,tcp,FIN,1.553394,26968,1322,62,252,14,6,smtp,135028.2031,6468.416992,36,20,255,255,2106332731,1462579204,749,66,0,0,3705.211366,128.261078,1424225038,1424225040,44.382687,77.713734,0.077869,0.066374,0.011495,0,1,,, ,1,1,1,1,1,1,1,DoS,1
2450,517667,175.45.176.1,32140,149.171.126.19,25,tcp,FIN,1.782855,272366,3122,62,252,110,8,smtp,1216749.5,13730.78516,226,50,255,255,1449390064,3483643424,1205,62,0,0,876.945112,45.921379,1424225048,1424225050,7.959174,35.764512,0.073203,0.02974,0.043463,0,1,,, ,1,1,1,1,1,1,1,DoS,1
2451,518116,175.45.176.0,42115,149.171.126.16,25,tcp,CON,59.982727,11085528,55276,62,252,4210,6,smtp,1478320.625,7366.520508,8424,1272,255,255,2156376519,699808032,1316,43,0,0,1067.42524,68.133789,1424225004,1424225064,7.133658,47.225238,0.056349,0.006684,0.049665,0,3,,, ,1,1,1,10,1,1,1,DoS,1
2452,518261,175.45.176.0,42115,149.171.126.16,25,tcp,FIN,4.066784,663115,3860,62,252,250,2,smtp,1301874.0,7504.70166,506,84,255,255,2161750176,699808333,1311,46,0,0,1290.247738,74.404289,1424225064,1424225068,8.463641,50.367809,0.056349,0.006684,0.049665,0,1,,, ,1,1,1,7,1,1,1,DoS,1
2453,518749,175.45.176.1,31442,149.171.126.18,80,tcp,FIN,0.528126,21972,354,254,252,9,1,http,318969.3438,4695.849121,24,8,255,255,2105433401,1343080524,916,44,1,0,2708.306746,162.790094,1424225079,1424225080,22.646434,73.607859,0.066453,0.012866,0.053587,0,1,1.0,, ,1,1,1,1,1,1,1,DoS,1
2454,519838,175.45.176.0,56214,149.171.126.14,5001,tcp,FIN,0.553936,1596,268,254,252,2,1,-,20753.30078,3235.030762,10,6,255,255,2246916824,3220922027,160,45,0,0,3348.979351,166.652922,1424225109,1424225110,59.623778,102.208602,0.111669,0.042884,0.068785,0,1,,, ,1,1,1,10,1,1,1,DoS,1
2455,520600,175.45.176.3,0,149.171.126.14,0,sctp,INT,4e-06,640,0,254,0,0,0,-,640000000.0,0.0,2,0,0,0,0,0,320,0,0,0,0.0,0.0,1424225134,1424225134,0.004,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,3,1,1,1,DoS,1
2456,520601,175.45.176.3,0,149.171.126.14,0,sctp,INT,4e-06,640,0,254,0,0,0,-,640000000.0,0.0,2,0,0,0,0,0,320,0,0,0,0.0,0.0,1424225134,1424225134,0.004,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,3,1,1,1,DoS,1
2457,520640,175.45.176.3,0,149.171.126.14,0,sctp,INT,4e-06,640,0,254,0,0,0,-,640000000.0,0.0,2,0,0,0,0,0,320,0,0,0,0.0,0.0,1424225134,1424225134,0.004,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,3,1,1,1,DoS,1
2458,520647,175.45.176.3,0,149.171.126.14,0,sctp,INT,4e-06,640,0,254,0,0,0,-,640000000.0,0.0,2,0,0,0,0,0,320,0,0,0,0.0,0.0,1424225134,1424225134,0.004,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,3,1,1,1,DoS,1
2459,520648,175.45.176.3,0,149.171.126.14,0,sctp,INT,4e-06,640,0,254,0,0,0,-,640000000.0,0.0,2,0,0,0,0,0,320,0,0,0,0.0,0.0,1424225134,1424225134,0.004,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,3,1,1,1,DoS,1
2460,520649,175.45.176.3,0,149.171.126.14,0,sctp,INT,4e-06,640,0,254,0,0,0,-,640000000.0,0.0,2,0,0,0,0,0,320,0,0,0,0.0,0.0,1424225134,1424225134,0.004,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,3,1,1,1,DoS,1
2461,520654,175.45.176.3,0,149.171.126.14,0,sctp,INT,4e-06,640,0,254,0,0,0,-,640000000.0,0.0,2,0,0,0,0,0,320,0,0,0,0.0,0.0,1424225134,1424225134,0.004,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,3,1,1,1,DoS,1
2462,520698,175.45.176.1,56428,149.171.126.11,162,udp,INT,3e-06,136,0,254,0,0,0,snmp,181333328.0,0.0,2,0,0,0,0,0,68,0,0,0,0.0,0.0,1424225135,1424225135,0.003,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,DoS,1
2463,521486,175.45.176.2,20800,149.171.126.11,80,tcp,FIN,0.551063,780,1558,62,252,2,2,http,10191.21191,19801.72852,10,8,255,255,112215282,1338369758,78,195,1,364,4550.961848,152.805266,1424225156,1424225156,61.229222,77.239141,0.020508,0.009721,0.010787,0,1,1.0,, ,3,1,1,1,1,1,1,DoS,1
2464,521638,175.45.176.2,6112,149.171.126.13,143,tcp,FIN,2.186075,1716,137194,62,252,6,58,-,6096.771484,497882.2813,34,120,255,255,3172112906,358937423,50,1143,0,0,3819.622653,2059.883868,1424225158,1424225160,66.244697,17.83458,0.109443,0.058083,0.05136,0,1,,, ,1,2,1,1,1,1,1,DoS,1
2465,522843,175.45.176.0,34514,149.171.126.12,8744,tcp,FIN,0.739106,1702,354,62,252,2,1,-,16582.19531,3355.405029,10,8,255,255,1727533115,890331862,170,44,0,0,5033.43732,147.485109,1424225194,1424225195,79.750889,95.927711,0.145934,0.067605,0.078329,0,1,,, ,1,5,3,1,1,1,5,DoS,1
2466,522984,175.45.176.3,13223,149.171.126.13,80,tcp,FIN,0.910128,782,8108,62,252,2,4,http,6188.140625,65335.86328,10,12,255,255,2343575334,2490065077,78,676,1,3551,5183.731435,6145.72242,1424225199,1424225200,101.125333,72.202457,0.177157,0.084968,0.092189,0,1,1.0,, ,1,1,1,1,1,1,1,DoS,1
2467,523105,175.45.176.1,1238,149.171.126.13,21,tcp,FIN,10.397177,1756,2124,254,252,11,15,ftp,1311.894653,1593.509521,34,40,255,255,1489544946,591317468,52,53,0,0,19506.12576,18931.07696,1424225192,1424225203,315.06597,269.50112,0.222267,0.13992,0.082347,0,1,,1.0,1,1,1,1,1,1,1,1,DoS,1
2468,523174,175.45.176.2,30069,149.171.126.11,80,tcp,FIN,0.631635,790,994,62,252,2,2,http,9005.200195,11019.02148,10,8,255,255,3130537567,695093012,79,124,1,99,4230.402991,117.237281,1424225204,1424225205,70.181667,80.008,0.088397,0.0309,0.057497,0,1,1.0,, ,1,1,1,2,1,1,1,DoS,1
2469,523175,175.45.176.0,29926,149.171.126.12,25,tcp,FIN,2.035522,3165,1740,62,252,8,8,smtp,11877.05176,6496.61377,22,20,255,255,489009189,552329188,144,87,0,0,4800.793542,132.376453,1424225204,1424225206,96.929616,100.611633,0.157249,0.080637,0.076612,0,1,,, ,1,1,8,7,1,1,9,DoS,1
2470,523579,175.45.176.0,20767,149.171.126.12,25,tcp,FIN,3.237115,138646,2568,62,252,58,8,smtp,339833.4688,6180.8125,122,38,255,255,1754406854,91277668,1136,68,0,0,2714.477951,113.445281,1424225214,1424225218,26.753017,86.070023,0.137296,0.051973,0.085323,0,1,,, ,1,1,2,1,1,1,11,DoS,1
2471,523637,175.45.176.3,51672,149.171.126.18,25,tcp,FIN,8.91822,970488,6490,62,252,368,8,smtp,869394.1875,5776.937988,742,128,255,255,1230043601,321823483,1308,51,0,0,1462.629663,86.576742,1424225211,1424225220,12.034168,69.765477,0.118148,0.057995,0.060153,0,1,,, ,1,1,1,2,1,1,1,DoS,1
2472,523843,175.45.176.2,26869,149.171.126.11,80,tcp,FIN,0.364383,844,268,254,252,2,1,http,16685.74023,4917.902344,10,6,255,255,3816178938,966201920,84,45,1,0,1843.257205,97.55943,1424225227,1424225227,37.148111,66.871797,0.10975,0.030016,0.079734,0,1,1.0,, ,1,1,2,1,1,1,1,DoS,1
2473,524005,175.45.176.0,45795,149.171.126.10,6667,tcp,FIN,0.346598,364,13210,254,252,1,6,-,7362.99707,285864.3125,8,16,255,255,4037299369,2151563847,46,826,0,0,2712.566408,1385.071002,1424225231,1424225231,49.514,17.183401,0.07946,0.060512,0.018948,0,1,,, ,5,1,1,9,1,1,1,DoS,1
2474,524339,175.45.176.3,31647,149.171.126.17,80,tcp,FIN,0.687464,806,940,62,252,2,2,http,8448.442383,9577.228516,10,8,255,255,608185036,3860873455,81,118,1,55,4393.159807,158.3705,1424225241,1424225241,76.384889,85.034711,0.155151,0.091561,0.06359,0,1,1.0,, ,1,1,1,1,1,1,1,DoS,1
2475,525158,175.45.176.0,17730,149.171.126.19,80,tcp,FIN,2.080948,1784,217069,62,252,2,83,http,6658.503418,829594.9375,34,170,255,255,1168031117,2689369117,52,1277,1,104877,3260.744142,1595.347708,1424225263,1424225265,63.05903,11.99784,0.10371,0.052527,0.051183,0,1,1.0,, ,2,1,1,2,1,1,1,DoS,1
2476,525466,175.45.176.0,59529,149.171.126.15,25,tcp,FIN,1.288639,2874,1718,254,252,7,8,smtp,16954.32227,10137.82813,20,20,255,255,609322474,3049722880,144,86,0,0,3385.582158,80.631508,1424225273,1424225274,67.823107,63.512316,0.141984,0.07024,0.071744,0,1,,, ,1,1,1,2,1,1,1,DoS,1
2477,526260,175.45.176.2,59842,149.171.126.14,80,tcp,FIN,0.45117,818,1416,62,252,2,2,http,13068.24512,21969.54688,10,8,255,255,684340352,2040812313,82,177,1,286,2763.920422,100.733109,1424225297,1424225298,50.13,58.436715,0.08248,0.041567,0.040913,0,1,1.0,, ,1,1,1,1,1,1,1,DoS,1
2478,526968,175.45.176.2,26543,149.171.126.14,80,tcp,FIN,0.774995,1342,2244,254,252,3,3,http,12707.17871,20851.74609,12,10,255,255,3514495261,344201426,112,224,1,272,3399.671899,97.846797,1424225319,1424225320,70.440456,76.489891,0.157138,0.086577,0.070561,0,1,1.0,, ,1,1,1,1,1,1,1,DoS,1
2479,527313,175.45.176.3,53,149.171.126.15,53,udp,CON,0.074168,122,270,254,60,0,0,dns,6579.657227,14561.53711,2,2,0,0,0,0,61,135,0,0,0.0,0.0,1424225330,1424225330,0.003,0.002,0.0,0.0,0.0,0,0,,, ,1,1,1,1,1,1,1,DoS,1
2480,527486,175.45.176.3,35764,149.171.126.19,161,udp,INT,9e-06,422,0,254,0,0,0,-,187555552.0,0.0,2,0,0,0,0,0,211,0,0,0,0.0,0.0,1424225336,1424225336,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,2,DoS,1
2481,527488,175.45.176.3,20508,149.171.126.19,80,tcp,FIN,0.931772,798,1212,62,252,2,2,http,6173.184082,9109.524414,10,8,255,255,3958350737,2416311949,80,152,1,204,6018.153078,211.768734,1424225336,1424225337,103.530222,119.292,0.132306,0.096025,0.036281,0,1,1.0,, ,1,1,1,1,1,1,2,DoS,1
2482,529196,175.45.176.0,25823,149.171.126.11,143,tcp,FIN,2.304305,1032,2746,62,252,6,7,-,3384.968506,9057.828125,18,20,255,255,3399579628,652663782,57,137,0,0,7365.219799,154.823328,1424225388,1424225390,135.547353,115.626633,0.1482,0.074747,0.073453,0,1,,, ,1,1,2,1,1,1,1,DoS,1
2483,529990,175.45.176.2,28805,149.171.126.14,80,tcp,FIN,0.616205,844,354,62,252,2,1,-,9866.84668,4024.634766,10,8,255,255,2732895303,740484157,84,44,0,0,3965.958616,143.967016,1424225415,1424225415,68.467222,77.29243,0.11734,0.074521,0.042819,0,1,,, ,1,1,1,1,1,1,1,DoS,1
2484,530336,175.45.176.1,11789,149.171.126.10,5060,udp,INT,6e-06,718,0,254,0,0,0,-,478666656.0,0.0,2,0,0,0,0,0,359,0,0,0,0.0,0.0,1424225424,1424225424,0.006,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,3,1,1,1,DoS,1
2485,530390,175.45.176.3,17582,149.171.126.15,80,tcp,FIN,0.61884,820,1216,62,252,2,2,http,9540.430664,13754.76758,10,8,255,255,112201790,2287639867,82,152,1,198,3625.293571,98.649086,1424225425,1424225426,68.76,66.711859,0.232437,0.151322,0.081115,0,1,1.0,, ,1,1,1,2,1,1,1,DoS,1
2486,530635,175.45.176.3,18450,149.171.126.12,8080,tcp,FIN,0.618503,8344,1014,62,252,4,2,http,100216.1719,11485.79785,14,8,255,255,4190375972,1903692194,596,127,1,109,2795.686926,109.800297,1424225434,1424225435,47.577153,70.48957,0.204901,0.124248,0.080653,0,1,1.0,, ,2,1,1,1,1,1,1,DoS,1
2487,530989,175.45.176.0,0,149.171.126.11,0,sctp,CON,0.493444,632,496,254,60,0,0,-,7684.762695,4020.719727,4,2,0,0,0,0,158,248,0,0,232.599719,0.0,1424225447,1424225447,164.481328,0.01,0.0,0.0,0.0,0,0,,, ,1,1,3,2,1,1,1,DoS,1
2488,530993,175.45.176.0,0,149.171.126.11,0,sctp,CON,0.493444,632,496,254,60,0,0,-,7684.762695,4020.719727,4,2,0,0,0,0,158,248,0,0,232.599719,0.0,1424225447,1424225447,164.481328,0.01,0.0,0.0,0.0,0,0,,, ,1,1,3,2,1,1,1,DoS,1
2489,530995,175.45.176.0,0,149.171.126.11,0,sctp,CON,0.493444,632,496,254,60,0,0,-,7684.762695,4020.719727,4,2,0,0,0,0,158,248,0,0,232.599719,0.0,1424225447,1424225447,164.481328,0.01,0.0,0.0,0.0,0,0,,, ,1,1,3,2,1,1,1,DoS,1
2490,531001,175.45.176.0,0,149.171.126.11,0,sctp,CON,0.493444,632,496,254,60,0,0,-,7684.762695,4020.719727,4,2,0,0,0,0,158,248,0,0,232.599719,0.0,1424225447,1424225447,164.481328,0.01,0.0,0.0,0.0,0,0,,, ,1,1,3,2,1,1,1,DoS,1
2491,531003,175.45.176.0,0,149.171.126.11,0,sctp,CON,0.493444,632,496,254,60,0,0,-,7684.762695,4020.719727,4,2,0,0,0,0,158,248,0,0,232.599719,0.0,1424225447,1424225447,164.481328,0.01,0.0,0.0,0.0,0,0,,, ,1,1,3,2,1,1,1,DoS,1
